"Funding","Sin","Rep","LAB","QCbatch","strMAT","Vol","Proportion","DryWt","WetWt","AnalysisType","Catno","comment","TtlAromatic","TOTALKANES","depth","Project","projectCode","invest","CollectMethod","matrix","SubMatrix","species","DateCollected","Year","location","sampler","agency","LAT","LONG","SampleType","QCERROR"
"EVOSTC",5936,1,"GERG","NP353","",NA,NA,10.58,25.01,"SEDIMENT","6594",NA,301.46,887.1,"100","AIRWAT2","AW02","FA8901IIA18S061","VGRB","SEDIMENT","","","18-Jul-89",1989,"OLSEN","RICE","NMFS ABL",60.71,-146.22,"ENV","GOOD"
"EVOSTC",5937,1,"GERG","NP353","",NA,NA,10.36,24.26,"SEDIMENT","6594",NA,261.49,735.6,"100","AIRWAT2","AW02","FA8901IIA18S062","VGRB","SEDIMENT","","","18-Jul-89",1989,"OLSEN","RICE","NMFS ABL",60.71,-146.22,"ENV","GOOD"
"EVOSTC",5938,1,"GERG","NP353","",NA,NA,10.06,23.62,"SEDIMENT","6594",NA,335.21,883.8,"100","AIRWAT2","AW02","FA8901IIA18S063","VGRB","SEDIMENT","","","18-Jul-89",1989,"OLSEN","RICE","NMFS ABL",60.71,-146.22,"ENV","GOOD"
"EVOSTC",5941,1,"GERG","NP357","",NA,NA,10.65,14.49,"SEDIMENT","6581",NA,322.93,1500.4,"3","AIRWAT2","AW02","FA8901IIA12S024","DIVE","SEDIMENT","","","12-Jul-89",1989,"NWBAY","FLETCHER","NMFS ABL",60.552,-147.577,"ENV","GOOD"
"EVOSTC",5943,1,"GERG","NP404","",NA,NA,10.2,25.5,"SEDIMENT","6595",NA,86.29,770.9,"0","AIRWAT2","AW02","8901IIA00AMS013","DIVE","SEDIMENT","","","06-Jul-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.263,-147.767,"ENV","GOOD"
"EVOSTC",5945,1,"GERG","NP374","",NA,NA,10.34,15.98,"SEDIMENT","6592",NA,18.51,586.2,"0","AIRWAT2","AW02","8901IIA04MS012","DIVE","SEDIMENT","","","04-Jul-89",1989,"IKTUB","O'CLAIR","NMFS ABL",60.1,-147.994,"ENV","GOOD"
"EVOSTC",5946,1,"GERG","NP074","",NA,NA,10.39,13.48,"SEDIMENT","6116",NA,601.23,1001.7,"0","AIRWAT2","AW02","FA8901IIA06S011","DIVE","SEDIMENT","","","06-Jul-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.24,-147.752,"ENV","GOOD"
"EVOSTC",5947,1,"GERG","NP347","",NA,NA,10.05,13.54,"SEDIMENT","6595",NA,682.58,1024.7,"0","AIRWAT2","AW02","FA8901IIA06S012","DIVE","SEDIMENT","","","06-Jul-89",1989,"SNUGH","O'CLAIR","NMFS ABL",60.24,-147.752,"ENV","GOOD"
"EVOSTC",5956,1,"GERG","NP374","",NA,NA,10.4,14.34,"SEDIMENT","6592",NA,33.64,257.8,"0","AIRWAT2","AW02","8901IIA04MS011","DIVE","SEDIMENT","","","04-Jul-89",1989,"IKTUB","O'CLAIR","NMFS ABL",60.1,-147.994,"ENV","GOOD"
"EVOSTC",5957,1,"GERG","NP374","",NA,NA,10.61,14.24,"SEDIMENT","6592",NA,124.91,303.9,"0","AIRWAT2","AW02","8901IIA04MS013","DIVE","SEDIMENT","","","04-Jul-89",1989,"IKTUB","O'CLAIR","NMFS ABL",60.1,-147.994,"ENV","GOOD"
"EVOSTC",6074,1,"GERG","NP016","",NA,NA,0.953,4.74,"TISSUE","6158",NA,69.03,853.3,"0","FSHSHL13","FS13","8","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6075,1,"GERG","NP016","",NA,NA,1.109,4.994,"TISSUE","6158",NA,27.69,366.8,"0","FSHSHL13","FS13","12","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6076,1,"GERG","NP016","",NA,NA,0.999,5.403,"TISSUE","6158",NA,17.07,219.6,"0","FSHSHL13","FS13","6","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6077,1,"GERG","NP017","",NA,NA,1.08,5.35,"TISSUE","6158",NA,31.76,1105.8,"0","FSHSHL13","FS13","5","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6078,1,"GERG","NP017","",NA,NA,0.946,5.375,"TISSUE","6158",NA,22.8,699.6,"0","FSHSHL13","FS13","20","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6079,1,"GERG","NP017","",NA,NA,0.976,5.276,"TISSUE","6158",NA,20.37,909.2,"0","FSHSHL13","FS13","2","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6080,1,"GERG","NP017","",NA,NA,0.992,5.088,"TISSUE","6158",NA,22.13,861,"0","FSHSHL13","FS13","18","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6081,1,"GERG","NP017","",NA,NA,1.11,4.934,"TISSUE","6158",NA,20.01,692.4,"0","FSHSHL13","FS13","10","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6082,1,"GERG","NP017","",NA,NA,1.04,5.124,"TISSUE","6158",NA,53.12,858.9,"0","FSHSHL13","FS13","24","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6083,1,"GERG","NP017","",NA,NA,1.28,5.136,"TISSUE","6158",NA,18.43,610,"0","FSHSHL13","FS13","15","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6084,1,"GERG","NP017","",NA,NA,1.2,4.968,"TISSUE","6158",NA,20.24,437.6,"0","FSHSHL13","FS13","17","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6085,1,"GERG","NP017","",NA,NA,1,5.265,"TISSUE","6158",NA,21.21,418.1,"0","FSHSHL13","FS13","11","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6086,1,"GERG","NP017","",NA,NA,1.07,4.936,"TISSUE","6158",NA,24.85,721.1,"0","FSHSHL13","FS13","1","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6087,1,"GERG","NP017","",NA,NA,1.04,5.226,"TISSUE","6158",NA,41.5,603.6,"0","FSHSHL13","FS13","7","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6088,1,"GERG","NP017","",NA,NA,1.29,5.12,"TISSUE","6158",NA,29.19,993.9,"0","FSHSHL13","FS13","18","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6089,1,"GERG","NP017","",NA,NA,1.19,5.312,"TISSUE","6158",NA,25.05,503.6,"0","FSHSHL13","FS13","21","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6090,1,"GERG","NP017","",NA,NA,1.13,5.333,"TISSUE","6158",NA,25.12,701.7,"0","FSHSHL13","FS13","22","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6091,1,"GERG","NP017","",NA,NA,1.2,5.167,"TISSUE","6158",NA,26.17,1013.9,"0","FSHSHL13","FS13","23","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6092,1,"GERG","NP017","",NA,NA,1.28,5.308,"TISSUE","6158",NA,27.25,533,"0","FSHSHL13","FS13","3","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6093,1,"GERG","NP017","",NA,NA,1.17,5.251,"TISSUE","6158",NA,23.28,1331,"0","FSHSHL13","FS13","4","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6094,1,"GERG","NP017","",NA,NA,1.13,4.393,"TISSUE","6158",NA,70.17,1839.9,"0","FSHSHL13","FS13","9","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6095,1,"GERG","NP017","",NA,NA,1.28,5.554,"TISSUE","6158",NA,33.24,445.5,"0","FSHSHL13","FS13","13","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6096,1,"GERG","NP017","",NA,NA,1.19,5.147,"TISSUE","6158",NA,21.83,839.6,"0","FSHSHL13","FS13","14","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6097,1,"GERG","NP018","",NA,NA,1.077,5.057,"TISSUE","6158",NA,22.86,396.9,"0","FSHSHL13","FS13","16","SHOV","TISSUE","WHOLE","RCLA","07-Jul-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6098,1,"GERG","NP038","",NA,NA,1.019,5.335,"TISSUE","6158",NA,19.97,288.9,"0","FSHSHL13","FS13","1","SHOV","TISSUE","WHOLE","RCLA","07-Apr-89",1989,"NINIL","ROTH","ADF&G",60.325,-151.664,"ENV","GOOD"
"EVOSTC",6099,1,"GERG","NP018","",NA,NA,1.033,5.327,"TISSUE","6158",NA,20.29,275,"0","FSHSHL13","FS13","2","SHOV","TISSUE","WHOLE","RCLA","07-Apr-89",1989,"NINIL","ROTH","ADF&G",60.325,-151.664,"ENV","GOOD"
"EVOSTC",6100,1,"GERG","NP038","",NA,NA,1.038,5.461,"TISSUE","6158",NA,38.63,559.7,"0","FSHSHL13","FS13","3","SHOV","TISSUE","WHOLE","RCLA","07-Apr-89",1989,"NINIL","ROTH","ADF&G",60.325,-151.664,"ENV","GOOD"
"EVOSTC",6101,1,"GERG","NP018","",NA,NA,0.859,5.206,"TISSUE","6158",NA,18.9,266,"0","FSHSHL13","FS13","1","SHOV","TISSUE","WHOLE","RCLA","06-Apr-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6102,1,"GERG","NP038","",NA,NA,0.859,5.303,"TISSUE","6158",NA,17.49,188.7,"0","FSHSHL13","FS13","2","SHOV","TISSUE","WHOLE","RCLA","06-Apr-89",1989,"NINIL","ROTH","ADF&G",60.325,-151.664,"ENV","GOOD"
"EVOSTC",6103,1,"GERG","NP038","",NA,NA,0.835,5.058,"TISSUE","6158",NA,14.71,357,"0","FSHSHL13","FS13","3","SHOV","TISSUE","WHOLE","RCLA","06-Apr-89",1989,"CLAMG","MCBRIDE","ADF&G",60.233,-151.4,"ENV","GOOD"
"EVOSTC",6200,1,"GERG","NP303","",NA,NA,10.01,13.63,"SEDIMENT","6550",NA,37.67,288.5,"-0.66","FSHSHL4","FS04","21206 A","SPOO","SEDIMENT","","","29-Jul-89",1989,"MCCLB","STINNETT","NMFS ABL",60.498,-148.17,"ENV","GOOD"
"EVOSTC",6204,1,"GERG","NP303","",NA,NA,10,12.68,"SEDIMENT","6550",NA,52.12,496.3,"-0.69","FSHSHL4","FS04","21106 A","SPOO","SEDIMENT","","","29-Jul-89",1989,"MCCLB","STINNETT","NMFS ABL",60.492,-148.182,"ENV","GOOD"
"EVOSTC",6208,1,"GERG","NP303","",NA,NA,10.04,12.7,"SEDIMENT","6550",NA,18.92,399.4,"-0.95","FSHSHL4","FS04","22206 A","SPOO","SEDIMENT","","","30-Jul-89",1989,"LONGB","STINNETT","NMFS ABL",60.695,-148.265,"ENV","GOOD"
"EVOSTC",6212,1,"GERG","NP303","",NA,NA,10.06,13.96,"SEDIMENT","6550",NA,40.46,1101,"-0.46","FSHSHL4","FS04","22106 A","SPOO","SEDIMENT","","","30-Jul-89",1989,"LONGB","STINNETT","NMFS ABL",60.682,-148.287,"ENV","GOOD"
"EVOSTC",6216,1,"GERG","NP060","",NA,NA,0.615,5.085,"TISSUE","6243",NA,32.55,808.9,"","FSHSHL4","FS04","","HAND","TISSUE","WHOLE","MUSS","29-Jul-89",1989,"MCCLB","STINNETT","NMFS ABL",60.502,-148.177,"ENV","GOOD"
"EVOSTC",6217,1,"GERG","NP060","",NA,NA,0.637,5.054,"TISSUE","6243",NA,31.17,819.5,"","FSHSHL4","FS04","","HAND","TISSUE","WHOLE","MUSS","30-Jul-89",1989,"LONGB","STINNETT","NMFS ABL",60.69,-148.267,"ENV","GOOD"
"EVOSTC",6218,1,"GERG","NP436","",NA,NA,10.18,15.71,"SEDIMENT","6693",NA,930.14,2303.8,"-1.92","FSHSHL4","FS04","23106 A","SPOO","SEDIMENT","","","31-Jul-89",1989,"CULRP","STINNETT","NMFS ABL",60.663,-148.223,"ENV","GOOD"
"EVOSTC",6223,1,"GERG","NP436","",NA,NA,10.33,13.87,"SEDIMENT","6693",NA,740.2,2079.9,"-1.31","FSHSHL4","FS04","23206 B","SPOO","SEDIMENT","","","31-Jul-89",1989,"CULRP","STINNETT","NMFS ABL",60.658,-148.215,"ENV","GOOD"
"EVOSTC",6226,1,"GERG","NP060","",NA,NA,0.638,5.067,"TISSUE","6243",NA,32.76,671.1,"","FSHSHL4","FS04","","HAND","TISSUE","WHOLE","MUSS","31-Jul-89",1989,"CULRP","STINNETT","NMFS ABL",60.658,-148.215,"ENV","GOOD"
"EVOSTC",6232,1,"GERG","NP317","",NA,NA,10.4,12.87,"SEDIMENT","6549",NA,101.43,191.9,"1.77","FSHSHL4","FS04","24206 B","SPOO","SEDIMENT","","","01-Aug-89",1989,"WELLP","STINNETT","NMFS ABL",60.755,-148.182,"ENV","GOOD"
"EVOSTC",6235,1,"GERG","NP060","",NA,NA,0.662,5.092,"TISSUE","6243",NA,17.21,566.4,"","FSHSHL4","FS04","","HAND","TISSUE","WHOLE","MUSS","01-Aug-89",1989,"WELLP","STINNETT","NMFS ABL",60.758,-148.175,"ENV","GOOD"
"EVOSTC",6237,1,"GERG","NP317","",NA,NA,10.67,11.9,"SEDIMENT","6549",NA,201.74,1368.1,"-3.3","FSHSHL4","FS04","33106 B","SPOO","SEDIMENT","","","02-Aug-89",1989,"KNIGI","STINNETT","NMFS ABL",60.472,-147.79,"ENV","GOOD"
"EVOSTC",6242,1,"GERG","NP317","",NA,NA,10.61,11.51,"SEDIMENT","6549",NA,89.49,405.7,"0.11","FSHSHL4","FS04","33206 C","SPOO","SEDIMENT","","","02-Aug-89",1989,"KNIGI","STINNETT","NMFS ABL",60.457,-147.795,"ENV","GOOD"
"EVOSTC",6244,1,"GERG","NP060","",NA,NA,0.606,5.05,"TISSUE","6243",NA,2033.19,2117.2,"","FSHSHL4","FS04","","HAND","TISSUE","WHOLE","MUSS","02-Aug-89",1989,"KNIGI","STINNETT","NMFS ABL",60.457,-147.795,"ENV","GOOD"
"EVOSTC",6249,1,"GERG","NP317","",NA,NA,10.34,13.7,"SEDIMENT","6549",NA,167.03,1031.5,"-0.99","FSHSHL4","FS04","31206 A","SPOO","SEDIMENT","","","03-Aug-89",1989,"HERRB","STINNETT","NMFS ABL",60.452,-147.707,"ENV","GOOD"
"EVOSTC",6253,1,"GERG","NP060","",NA,NA,0.735,5.072,"TISSUE","6243",NA,1178.9,2776,"","FSHSHL4","FS04","","HAND","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"HERRB","STINNETT","NMFS ABL",60.452,-147.707,"ENV","GOOD"
"EVOSTC",6256,1,"GERG","NP436","",NA,NA,10.62,18.96,"SEDIMENT","6693",NA,745.28,853.9,"-0.95","FSHSHL4","FS04","34106 C","SPOO","SEDIMENT","","","04-Aug-89",1989,"PWALE","STINNETT","NMFS ABL",60.168,-148.055,"ENV","GOOD"
"EVOSTC",6259,1,"GERG","NP317","",NA,NA,10.83,14.04,"SEDIMENT","6549",NA,76.42,372.1,"-0.9","FSHSHL4","FS04","34206 B","SPOO","SEDIMENT","","","04-Aug-89",1989,"PWALE","STINNETT","NMFS ABL",60.15,-148.062,"ENV","GOOD"
"EVOSTC",6260,1,"GERG","NP436","",NA,NA,10.18,12.94,"SEDIMENT","6693",NA,839.35,685.3,"-0.9","FSHSHL4","FS04","34206 C","SPOO","SEDIMENT","","","04-Aug-89",1989,"PWALE","STINNETT","NMFS ABL",60.15,-148.062,"ENV","GOOD"
"EVOSTC",6262,1,"GERG","NP060","",NA,NA,0.77,5.032,"TISSUE","6243",NA,151.67,682.6,"","FSHSHL4","FS04","","HAND","TISSUE","WHOLE","MUSS","04-Aug-89",1989,"PWALE","STINNETT","NMFS ABL",60.15,-148.062,"ENV","GOOD"
"EVOSTC",6269,1,"GERG","NP317","",NA,NA,11.1,11.95,"SEDIMENT","6549",NA,261.68,837.7,"-0.55","FSHSHL4","FS04","32206 C","SPOO","SEDIMENT","","","05-Aug-89",1989,"SNUGH","STINNETT","NMFS ABL",60.26,-147.747,"ENV","GOOD"
"EVOSTC",6271,1,"GERG","NP060","",NA,NA,0.74,5.003,"TISSUE","6243",NA,1281.38,2009.4,"","FSHSHL4","FS04","","HAND","TISSUE","WHOLE","MUSS","05-Aug-89",1989,"SNUGH","STINNETT","NMFS ABL",60.251,-147.744,"ENV","GOOD"
"EVOSTC",6292,1,"ABL","L020393","",NA,NA,8.31,9.51,"TISSUE","NMFS_028",NA,1003.19,5746.88,"1","AIRWAT3","AW03","PWS-M-215-1M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"HERRB","STINNETT","NMFS ABL",60.49,-147.726,"ENV","GOOD"
"EVOSTC",6294,1,"ABL","S010893","",NA,NA,1.17,9.57,"TISSUE","NMFS_028",NA,516.36,3616.47,"5","AIRWAT3","AW03","PWS-M-215-5M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"HERRB","STINNETT","NMFS ABL",60.49,-147.726,"ENV","GOOD"
"EVOSTC",6296,1,"ABL","S010893","",NA,NA,1.14,10,"TISSUE","NMFS_028",NA,49.24,653.93,"25","AIRWAT3","AW03","PWS-M-215-25M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"HERRB","STINNETT","NMFS ABL",60.49,-147.726,"ENV","GOOD"
"EVOSTC",6298,1,"ABL","W022690","",NA,NA,1.01,10.1,"TISSUE","NMFS_028",NA,2889.69,27817.15,"1","AIRWAT3","AW03","PWS-M-215-1M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"HERRB","STINNETT","NMFS ABL",60.479,-147.72,"ENV","GOOD"
"EVOSTC",6299,1,"ABL","W022690","",NA,NA,1.1,10,"TISSUE","NMFS_028",NA,2606.52,33811.75,"5","AIRWAT3","AW03","PWS-M-215-5M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"HERRB","STINNETT","NMFS ABL",60.479,-147.72,"ENV","GOOD"
"EVOSTC",6300,1,"ABL","W022690","",NA,NA,1,10,"TISSUE","NMFS_028",NA,202.78,2013.22,"25","AIRWAT3","AW03","PWS-M-215-25M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"HERRB","STINNETT","NMFS ABL",60.479,-147.72,"ENV","GOOD"
"EVOSTC",6301,1,"ABL","W022690","",NA,NA,1.11,10.1,"TISSUE","NMFS_028",NA,6,554.19,"1","AIRWAT3","AW03","PWS-M-215-1M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"OUTSI","STINNETT","NMFS ABL",60.641,-147.478,"ENV","GOOD"
"EVOSTC",6303,1,"ABL","W022690","",NA,NA,1.01,10.1,"TISSUE","NMFS_028",NA,20.89,607.75,"5","AIRWAT3","AW03","PWS-M-215-5M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"OUTSI","STINNETT","NMFS ABL",60.641,-147.478,"ENV","GOOD"
"EVOSTC",6305,1,"ABL","L092491","",NA,NA,0.827,9.19,"TISSUE","NMFS_028",NA,24.86,165.54,"25","AIRWAT3","AW03","PWS-M-215-25M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"OUTSI","STINNETT","NMFS ABL",60.641,-147.478,"ENV","GOOD"
"EVOSTC",6306,1,"ABL","L100891","",NA,NA,0.986,9.86,"TISSUE","NMFS_028",NA,36.61,1435.48,"25","AIRWAT3","AW03","PWS-M-215-25M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"OUTSI","STINNETT","NMFS ABL",60.641,-147.478,"ENV","GOOD"
"EVOSTC",6307,1,"ABL","W112090","",NA,NA,0.927,10.3,"TISSUE","NMFS_028",NA,17.12,0,"1","AIRWAT3","AW03","PWS-M-215-1M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"MAINB","STINNETT","NMFS ABL",60.544,-148.068,"ENV","GOOD"
"EVOSTC",6309,1,"ABL","W112090","",NA,NA,1,11.1,"TISSUE","NMFS_028",NA,12.66,2601.63,"5","AIRWAT3","AW03","PWS-M-215-5M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"MAINB","STINNETT","NMFS ABL",60.544,-148.068,"ENV","GOOD"
"EVOSTC",6311,1,"ABL","W112090","",NA,NA,0.675,9.64,"TISSUE","NMFS_028",NA,14.16,0,"25","AIRWAT3","AW03","PWS-M-215-25M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"MAINB","STINNETT","NMFS ABL",60.544,-148.068,"ENV","GOOD"
"EVOSTC",6313,1,"ABL","W112090","",NA,NA,1.29,9.94,"TISSUE","NMFS_028",NA,79.18,7820.07,"1","AIRWAT3","AW03","PWS-M-215-1M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"SQUII","STINNETT","NMFS ABL",60.239,-147.944,"ENV","GOOD"
"EVOSTC",6319,1,"ABL","L030791","",NA,NA,0.638,9.12,"TISSUE","NMFS_028",NA,6816.18,29539.08,"0","AIRWAT3","AW03","PWS-MN-215-","HAND","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"HERRB","STINNETT","NMFS ABL",60.476,-147.711,"ENV","GOOD"
"EVOSTC",6321,1,"ABL","L091191","",NA,NA,1.23,9.45,"TISSUE","NMFS_028",NA,18.24,606.9,"1","AIRWAT3","AW03","PWS-M-215-1M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"BAINP","STINNETT","NMFS ABL",60.144,-148.093,"ENV","GOOD"
"EVOSTC",6324,1,"ABL","L091191","",NA,NA,1.32,11,"TISSUE","NMFS_028",NA,11.97,785.4,"5","AIRWAT3","AW03","PWS-M-215-5M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"BAINP","STINNETT","NMFS ABL",60.144,-148.093,"ENV","GOOD"
"EVOSTC",6325,1,"ABL","W112190","",NA,NA,1.09,9.09,"TISSUE","NMFS_025",NA,53.4,826.03,"25","AIRWAT3","AW03","PWS-M-215-25M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"BAINP","STINNETT","NMFS ABL",60.144,-148.093,"ENV","GOOD"
"EVOSTC",6328,1,"ABL","W112190","",NA,NA,1.15,9.6,"TISSUE","NMFS_029",NA,57.63,987.89,"1","AIRWAT3","AW03","PWS-M-216-1M","CAMU","TISSUE","WHOLE","MUSS","04-Aug-89",1989,"PWALE","STINNETT","NMFS ABL",60.081,-148.075,"ENV","GOOD"
"EVOSTC",6330,1,"ABL","W112190","",NA,NA,1.13,10.3,"TISSUE","NMFS_029",NA,10.44,699.74,"5","AIRWAT3","AW03","PWS-M-216-5M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"PWALE","STINNETT","NMFS ABL",60.081,-148.075,"ENV","GOOD"
"EVOSTC",6332,1,"ABL","W112190","",NA,NA,1.09,9.87,"TISSUE","NMFS_029",NA,13.75,551.72,"25","AIRWAT3","AW03","PWS-M-216-25M","CAMU","TISSUE","WHOLE","MUSS","03-Aug-89",1989,"PWALE","STINNETT","NMFS ABL",60.081,-148.075,"ENV","GOOD"
"EVOSTC",6334,1,"ABL","W112190","",NA,NA,1.07,9.7,"TISSUE","NMFS_029",NA,36.86,412.52,"1","AIRWAT3","AW03","PWS-M-216-1M","CAMU","TISSUE","WHOLE","MUSS","04-Aug-89",1989,"NEDDL","STINNETT","NMFS ABL",60.118,-147.572,"ENV","GOOD"
"EVOSTC",6336,1,"ABL","W112190","",NA,NA,0.938,8.53,"TISSUE","NMFS_029",NA,15.1,414.02,"5","AIRWAT3","AW03","PWS-M-216-5M","CAMU","TISSUE","WHOLE","MUSS","04-Aug-89",1989,"NEDDL","STINNETT","NMFS ABL",60.118,-147.572,"ENV","GOOD"
"EVOSTC",6338,1,"ABL","W112190","",NA,NA,0.905,9.05,"TISSUE","NMFS_029",NA,15.24,479.29,"25","AIRWAT3","AW03","PWS-M-216-25M","CAMU","TISSUE","WHOLE","MUSS","04-Aug-89",1989,"NEDDL","STINNETT","NMFS ABL",60.118,-147.572,"ENV","GOOD"
"EVOSTC",6341,1,"ABL","W100990","",NA,NA,1.46,14.6,"TISSUE","NMFS_029",NA,138.22,333.17,"1","AIRWAT3","AW03","PWS-M-216-1M","CAMU","TISSUE","WHOLE","MUSS","04-Aug-89",1989,"JOHNC","STINNETT","NMFS ABL",60.062,-147.977,"ENV","GOOD"
"EVOSTC",6347,1,"ABL","W022690","",NA,NA,1.12,10.2,"TISSUE","NMFS_029",NA,137.87,1315.81,"1","AIRWAT3","AW03","PWS-M-216-1M","CAMU","TISSUE","WHOLE","MUSS","04-Aug-89",1989,"SNUGH","STINNETT","NMFS ABL",60.255,-147.735,"ENV","GOOD"
"EVOSTC",6349,1,"ABL","W022690","",NA,NA,1.31,10.1,"TISSUE","NMFS_029",NA,131.81,1018.99,"5","AIRWAT3","AW03","PWS-M-216-5M","CAMU","TISSUE","WHOLE","MUSS","04-Aug-89",1989,"SNUGH","STINNETT","NMFS ABL",60.255,-147.735,"ENV","GOOD"
"EVOSTC",6352,1,"ABL","W022690","",NA,NA,1.02,10.2,"TISSUE","NMFS_029",NA,13.73,712.44,"25","AIRWAT3","AW03","PWS-M-216-25M","CAMU","TISSUE","WHOLE","MUSS","04-Aug-89",1989,"SNUGH","STINNETT","NMFS ABL",60.255,-147.735,"ENV","GOOD"
